Описание,Цена,Площадь,Количество комнат,x,y,Адрес,Район,Категория на сайте,Владелец,Категория владельца,Дата обьявления,Срок аренды
"2-комнатная квартира, 75 м², 12/18 этаж помесячно",400000,75,2,76.875931342729,43.24331255684,"мкр Тастак-2, Брусиловского 167 — Шакарима",Almalinskiy_r-n,Аренда квартир,Ахметова Алтынай,Специалист,2022-12-08,Помесячно
"1-комнатная квартира, 36 м², 8/12 этаж помесячно",270000,36,1,76.822513,43.261144,"мкр Акбулак, 1-я улица",Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"5-комнатная квартира, 190 м², 6/16 этаж помесячно",1500000,190,5,76.869144,43.198788,Аскарова — Саина,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"1-комнатная квартира, 31 м², 1/3 этаж помесячно",300000,31,1,76.949316559523,43.272440360142,проспект Суюнбая 12,,Аренда квартир,Свой дом,Компания,2022-12-08,Помесячно
"3-комнатная квартира, 70 м², 3/12 этаж помесячно",350000,70,3,76.915749,43.25536,Кожамкулова 161 — Аттике би,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"3-комнатная квартира, 56 м², 1/2 этаж помесячно",300000,56,3,76.944118,43.309274,Акан Серы 159 — Квартира как частный дом с Двориком,Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 60 м², 3/10 этаж помесячно",450000,60,2,76.870200805192,43.16840075889,Кенесары хана 54/28 — Парк Первого президента,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 62 м², 5/9 этаж помесячно",380000,62,2,76.894737,43.244689,"мкр Тастак-3, Гагарина 66.б — Пересекает Жамбыла",Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 52 м², 14 этаж помесячно",650000,52,2,76.894640553642,43.197309220898,Розыбакиева 8,Bostandykskiy_r-n,Аренда квартир,"Давыдова Анна, компания «РЕГИОН 02»",Специалист,2022-12-08,Помесячно
"1-комнатная квартира, 45 м², 12 этаж помесячно",750000,45,1,76.956650372837,43.227989021279,Мкр. Самал-3 15,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 44 м², 1/4 этаж помесячно",414000,44,2,76.906240673827,43.224205273618,Тимирязева — Айманова,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"3-комнатная квартира, 90 м², 3/5 этаж помесячно",450000,90,3,76.900361,43.214171,Жарокова — Байкадамова,Bostandykskiy_r-n,Аренда квартир,"Трофимов Георгий, компания «Авангард»",Специалист,2022-12-08,Помесячно
"1-комнатная квартира, 24 м² помесячно",150000,24,1,76.829192367467,43.208775176856,Илтипат 59г,Nauryzbayskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"4-комнатная квартира, 118 м², 11/21 этаж помесячно",800000,118,4,76.893399,43.233518,Солодовникова 21,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 50 м², 3/17 этаж помесячно",500000,50,2,76.959870844269,43.235089337106,Достык 138,Medeuskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 53.4 м², 4/5 этаж помесячно",230000,53.4,2,76.829600743782,43.341774533586,мкр Мадениет 834/29,Alatauskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 52 м², 2/22 этаж помесячно",180000,52,2,76.945142,43.33943,"мкр Альмерек тынышбаева,18,к — Ул.Тынышбаева,18,уг.ул.Кунгурская",Turksibskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"3-комнатная квартира, 75 м², 3/9 этаж помесячно",340000,75,3,76.872906266646,43.205562346299,"мкр Таугуль, Рыскулбекова 35 — Габидена Мустафина",Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"3-комнатная квартира, 75 м², 4/13 этаж помесячно",1100000,75,3,76.923998989778,43.249031813273,Досмухамедова 83 — А 98,Almalinskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 75 м², 4/12 этаж помесячно",175000,75,2,76.820182800293,43.26343819883,1-я улица 43,Alatauskiy_r-n,Аренда квартир,Камиля Касымова,Специалист,2022-12-08,Помесячно
"2-комнатная квартира, 62 м², 5/12 этаж помесячно",450000,62,2,76.886282648244,43.213481887279,Абиша Кекилбайулы 97а,Bostandykskiy_r-n,Аренда квартир,Нүркасым Мәдина,Специалист,2022-12-08,Помесячно
"3-комнатная квартира, 70 м², 8/8 этаж помесячно",250000,70,3,76.886131,43.199997,мкр Орбита-1 — Навои,Bostandykskiy_r-n,Аренда квартир,Удача,Компания,2022-12-08,Помесячно
"3-комнатная квартира, 80 м², 11/18 этаж помесячно",360000,80,3,76.876315480052,43.241202362884,Брусиловского 167 — Абая,Almalinskiy_r-n,Аренда квартир,Удача,Компания,2022-12-08,Помесячно
"2-комнатная квартира, 58 м², 8/9 этаж помесячно",270000,58,2,76.875909,43.20969,мкр Таугуль 25 — Токтабаева,Auezovskiy_r-n,Аренда квартир,Удача,Компания,2022-12-08,Помесячно
"2-комнатная квартира, 58 м², 3/9 этаж помесячно",250000,58,2,76.90222,43.213396,Жарокова 277 — Байкадамова,Bostandykskiy_r-n,Аренда квартир,Удача,Компания,2022-12-08,Помесячно
"2-комнатная квартира, 45 м², 4/4 этаж помесячно",300000,45,2,76.920941,43.24857,Кабанбай батыра 135 — Шагабутдинова,Almalinskiy_r-n,Аренда квартир,Удача,Компания,2022-12-08,Помесячно
"3-комнатная квартира, 58 м², 2/4 этаж помесячно",350000,58,3,76.85169,43.232053,мкр №1 60 — Жубанова,Auezovskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"3-комнатная квартира, 66 м², 5/5 этаж помесячно",500000,66,3,76.872332523811,43.198485897094,мкр Орбита-3 43 — Саина Аль-Фараби,Bostandykskiy_r-n,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"2-комнатная квартира, 45 м², 5/5 этаж помесячно",550000,45,2,76.88017598891,43.201384128816,"мкр Орбита-2, Мкр Орбита-3 8 — Торайгырова",Bostandykskiy_r-n,Аренда квартир,хан наталья,Специалист,2022-12-08,Помесячно
"3-комнатная квартира, 70 м², 2/6 этаж помесячно",520000,70,3,76.896706544651,43.233228593569,Ул.Гагарина-Сатпаева — Ул.Гагарина-Сатпаева,,Аренда квартир,Хозяин,Хозяин недвижимости,2022-12-08,Помесячно
"1-комнатная квартира, 36 м², 3/5 этаж помесячно",250000,36,1,76.932853,43.262424,Макатаева 130,Almalinskiy_r-n,Аренда квартир,Нүркасым Мәдина,Специалист,2022-12-08,Помесячно
